Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY
28-09-2016,2016,3,9,28,20160928,September,Sep 2016,Q3 2016,2,Wednesday,02-Oct-16,40,20160900,20160300,16,FY17
29-09-2016,2016,3,9,29,20160929,September,Sep 2016,Q3 2016,3,Thursday,02-Oct-16,40,20160900,20160300,16,FY17
30-09-2016,2016,3,9,30,20160930,September,Sep 2016,Q3 2016,4,Friday,02-Oct-16,40,20160900,20160300,16,FY17
01-01-2015,2015,1,1,1,20150101,January,Jan 2015,Q1 2015,3,Thursday,04-Jan-15,1,20150100,20150100,15,FY15
02-01-2015,2015,1,1,2,20150102,January,Jan 2015,Q1 2015,4,Friday,04-Jan-15,1,20150100,20150100,15,FY15
03-01-2015,2015,1,1,3,20150103,January,Jan 2015,Q1 2015,5,Saturday,04-Jan-15,1,20150100,20150100,15,FY15
04-01-2015,2015,1,1,4,20150104,January,Jan 2015,Q1 2015,6,Sunday,04-Jan-15,1,20150100,20150100,15,FY15
05-01-2015,2015,1,1,5,20150105,January,Jan 2015,Q1 2015,0,Monday,11-Jan-15,2,20150100,20150100,15,FY15
06-01-2015,2015,1,1,6,20150106,January,Jan 2015,Q1 2015,1,Tuesday,11-Jan-15,2,20150100,20150100,15,FY15
07-01-2015,2015,1,1,7,20150107,January,Jan 2015,Q1 2015,2,Wednesday,11-Jan-15,2,20150100,20150100,15,FY15
08-01-2015,2015,1,1,8,20150108,January,Jan 2015,Q1 2015,3,Thursday,11-Jan-15,2,20150100,20150100,15,FY15
09-01-2015,2015,1,1,9,20150109,January,Jan 2015,Q1 2015,4,Friday,11-Jan-15,2,20150100,20150100,15,FY15
10-01-2015,2015,1,1,10,20150110,January,Jan 2015,Q1 2015,5,Saturday,11-Jan-15,2,20150100,20150100,15,FY15
11-01-2015,2015,1,1,11,20150111,January,Jan 2015,Q1 2015,6,Sunday,11-Jan-15,2,20150100,20150100,15,FY15
12-01-2015,2015,1,1,12,20150112,January,Jan 2015,Q1 2015,0,Monday,18-Jan-15,3,20150100,20150100,15,FY15
13-01-2015,2015,1,1,13,20150113,January,Jan 2015,Q1 2015,1,Tuesday,18-Jan-15,3,20150100,20150100,15,FY15
14-01-2015,2015,1,1,14,20150114,January,Jan 2015,Q1 2015,2,Wednesday,18-Jan-15,3,20150100,20150100,15,FY15
15-01-2015,2015,1,1,15,20150115,January,Jan 2015,Q1 2015,3,Thursday,18-Jan-15,3,20150100,20150100,15,FY15
16-01-2015,2015,1,1,16,20150116,January,Jan 2015,Q1 2015,4,Friday,18-Jan-15,3,20150100,20150100,15,FY15
17-01-2015,2015,1,1,17,20150117,January,Jan 2015,Q1 2015,5,Saturday,18-Jan-15,3,20150100,20150100,15,FY15
18-01-2015,2015,1,1,18,20150118,January,Jan 2015,Q1 2015,6,Sunday,18-Jan-15,3,20150100,20150100,15,FY15
19-01-2015,2015,1,1,19,20150119,January,Jan 2015,Q1 2015,0,Monday,25-Jan-15,4,20150100,20150100,15,FY15
20-01-2015,2015,1,1,20,20150120,January,Jan 2015,Q1 2015,1,Tuesday,25-Jan-15,4,20150100,20150100,15,FY15
21-01-2015,2015,1,1,21,20150121,January,Jan 2015,Q1 2015,2,Wednesday,25-Jan-15,4,20150100,20150100,15,FY15
22-01-2015,2015,1,1,22,20150122,January,Jan 2015,Q1 2015,3,Thursday,25-Jan-15,4,20150100,20150100,15,FY15
23-01-2015,2015,1,1,23,20150123,January,Jan 2015,Q1 2015,4,Friday,25-Jan-15,4,20150100,20150100,15,FY15
24-01-2015,2015,1,1,24,20150124,January,Jan 2015,Q1 2015,5,Saturday,25-Jan-15,4,20150100,20150100,15,FY15
25-01-2015,2015,1,1,25,20150125,January,Jan 2015,Q1 2015,6,Sunday,25-Jan-15,4,20150100,20150100,15,FY15
26-01-2015,2015,1,1,26,20150126,January,Jan 2015,Q1 2015,0,Monday,01-Feb-15,5,20150100,20150100,15,FY15
27-01-2015,2015,1,1,27,20150127,January,Jan 2015,Q1 2015,1,Tuesday,01-Feb-15,5,20150100,20150100,15,FY15
28-01-2015,2015,1,1,28,20150128,January,Jan 2015,Q1 2015,2,Wednesday,01-Feb-15,5,20150100,20150100,15,FY15
29-01-2015,2015,1,1,29,20150129,January,Jan 2015,Q1 2015,3,Thursday,01-Feb-15,5,20150100,20150100,15,FY15
30-01-2015,2015,1,1,30,20150130,January,Jan 2015,Q1 2015,4,Friday,01-Feb-15,5,20150100,20150100,15,FY15
31-01-2015,2015,1,1,31,20150131,January,Jan 2015,Q1 2015,5,Saturday,01-Feb-15,5,20150100,20150100,15,FY15
01-02-2015,2015,1,2,1,20150201,February,Feb 2015,Q1 2015,6,Sunday,01-Feb-15,5,20150200,20150100,15,FY15
02-02-2015,2015,1,2,2,20150202,February,Feb 2015,Q1 2015,0,Monday,08-Feb-15,6,20150200,20150100,15,FY15
03-02-2015,2015,1,2,3,20150203,February,Feb 2015,Q1 2015,1,Tuesday,08-Feb-15,6,20150200,20150100,15,FY15
04-02-2015,2015,1,2,4,20150204,February,Feb 2015,Q1 2015,2,Wednesday,08-Feb-15,6,20150200,20150100,15,FY15
05-02-2015,2015,1,2,5,20150205,February,Feb 2015,Q1 2015,3,Thursday,08-Feb-15,6,20150200,20150100,15,FY15
06-02-2015,2015,1,2,6,20150206,February,Feb 2015,Q1 2015,4,Friday,08-Feb-15,6,20150200,20150100,15,FY15
07-02-2015,2015,1,2,7,20150207,February,Feb 2015,Q1 2015,5,Saturday,08-Feb-15,6,20150200,20150100,15,FY15
08-02-2015,2015,1,2,8,20150208,February,Feb 2015,Q1 2015,6,Sunday,08-Feb-15,6,20150200,20150100,15,FY15
09-02-2015,2015,1,2,9,20150209,February,Feb 2015,Q1 2015,0,Monday,15-Feb-15,7,20150200,20150100,15,FY15
10-02-2015,2015,1,2,10,20150210,February,Feb 2015,Q1 2015,1,Tuesday,15-Feb-15,7,20150200,20150100,15,FY15
11-02-2015,2015,1,2,11,20150211,February,Feb 2015,Q1 2015,2,Wednesday,15-Feb-15,7,20150200,20150100,15,FY15
12-02-2015,2015,1,2,12,20150212,February,Feb 2015,Q1 2015,3,Thursday,15-Feb-15,7,20150200,20150100,15,FY15
13-02-2015,2015,1,2,13,20150213,February,Feb 2015,Q1 2015,4,Friday,15-Feb-15,7,20150200,20150100,15,FY15
14-02-2015,2015,1,2,14,20150214,February,Feb 2015,Q1 2015,5,Saturday,15-Feb-15,7,20150200,20150100,15,FY15
15-02-2015,2015,1,2,15,20150215,February,Feb 2015,Q1 2015,6,Sunday,15-Feb-15,7,20150200,20150100,15,FY15
16-02-2015,2015,1,2,16,20150216,February,Feb 2015,Q1 2015,0,Monday,22-Feb-15,8,20150200,20150100,15,FY15
17-02-2015,2015,1,2,17,20150217,February,Feb 2015,Q1 2015,1,Tuesday,22-Feb-15,8,20150200,20150100,15,FY15
18-02-2015,2015,1,2,18,20150218,February,Feb 2015,Q1 2015,2,Wednesday,22-Feb-15,8,20150200,20150100,15,FY15
19-02-2015,2015,1,2,19,20150219,February,Feb 2015,Q1 2015,3,Thursday,22-Feb-15,8,20150200,20150100,15,FY15
20-02-2015,2015,1,2,20,20150220,February,Feb 2015,Q1 2015,4,Friday,22-Feb-15,8,20150200,20150100,15,FY15
21-02-2015,2015,1,2,21,20150221,February,Feb 2015,Q1 2015,5,Saturday,22-Feb-15,8,20150200,20150100,15,FY15
22-02-2015,2015,1,2,22,20150222,February,Feb 2015,Q1 2015,6,Sunday,22-Feb-15,8,20150200,20150100,15,FY15
23-02-2015,2015,1,2,23,20150223,February,Feb 2015,Q1 2015,0,Monday,01-Mar-15,9,20150200,20150100,15,FY15
24-02-2015,2015,1,2,24,20150224,February,Feb 2015,Q1 2015,1,Tuesday,01-Mar-15,9,20150200,20150100,15,FY15
25-02-2015,2015,1,2,25,20150225,February,Feb 2015,Q1 2015,2,Wednesday,01-Mar-15,9,20150200,20150100,15,FY15
26-02-2015,2015,1,2,26,20150226,February,Feb 2015,Q1 2015,3,Thursday,01-Mar-15,9,20150200,20150100,15,FY15
27-02-2015,2015,1,2,27,20150227,February,Feb 2015,Q1 2015,4,Friday,01-Mar-15,9,20150200,20150100,15,FY15
28-02-2015,2015,1,2,28,20150228,February,Feb 2015,Q1 2015,5,Saturday,01-Mar-15,9,20150200,20150100,15,FY15
01-03-2015,2015,1,3,1,20150301,March,Mar 2015,Q1 2015,6,Sunday,01-Mar-15,9,20150300,20150100,15,FY15
02-03-2015,2015,1,3,2,20150302,March,Mar 2015,Q1 2015,0,Monday,08-Mar-15,10,20150300,20150100,15,FY15
03-03-2015,2015,1,3,3,20150303,March,Mar 2015,Q1 2015,1,Tuesday,08-Mar-15,10,20150300,20150100,15,FY15
04-03-2015,2015,1,3,4,20150304,March,Mar 2015,Q1 2015,2,Wednesday,08-Mar-15,10,20150300,20150100,15,FY15
05-03-2015,2015,1,3,5,20150305,March,Mar 2015,Q1 2015,3,Thursday,08-Mar-15,10,20150300,20150100,15,FY15
06-03-2015,2015,1,3,6,20150306,March,Mar 2015,Q1 2015,4,Friday,08-Mar-15,10,20150300,20150100,15,FY15
07-03-2015,2015,1,3,7,20150307,March,Mar 2015,Q1 2015,5,Saturday,08-Mar-15,10,20150300,20150100,15,FY15
08-03-2015,2015,1,3,8,20150308,March,Mar 2015,Q1 2015,6,Sunday,08-Mar-15,10,20150300,20150100,15,FY15
09-03-2015,2015,1,3,9,20150309,March,Mar 2015,Q1 2015,0,Monday,15-Mar-15,11,20150300,20150100,15,FY15
10-03-2015,2015,1,3,10,20150310,March,Mar 2015,Q1 2015,1,Tuesday,15-Mar-15,11,20150300,20150100,15,FY15
11-03-2015,2015,1,3,11,20150311,March,Mar 2015,Q1 2015,2,Wednesday,15-Mar-15,11,20150300,20150100,15,FY15
12-03-2015,2015,1,3,12,20150312,March,Mar 2015,Q1 2015,3,Thursday,15-Mar-15,11,20150300,20150100,15,FY15
13-03-2015,2015,1,3,13,20150313,March,Mar 2015,Q1 2015,4,Friday,15-Mar-15,11,20150300,20150100,15,FY15
14-03-2015,2015,1,3,14,20150314,March,Mar 2015,Q1 2015,5,Saturday,15-Mar-15,11,20150300,20150100,15,FY15
15-03-2015,2015,1,3,15,20150315,March,Mar 2015,Q1 2015,6,Sunday,15-Mar-15,11,20150300,20150100,15,FY15
16-03-2015,2015,1,3,16,20150316,March,Mar 2015,Q1 2015,0,Monday,22-Mar-15,12,20150300,20150100,15,FY15
17-03-2015,2015,1,3,17,20150317,March,Mar 2015,Q1 2015,1,Tuesday,22-Mar-15,12,20150300,20150100,15,FY15
18-03-2015,2015,1,3,18,20150318,March,Mar 2015,Q1 2015,2,Wednesday,22-Mar-15,12,20150300,20150100,15,FY15
19-03-2015,2015,1,3,19,20150319,March,Mar 2015,Q1 2015,3,Thursday,22-Mar-15,12,20150300,20150100,15,FY15
20-03-2015,2015,1,3,20,20150320,March,Mar 2015,Q1 2015,4,Friday,22-Mar-15,12,20150300,20150100,15,FY15
21-03-2015,2015,1,3,21,20150321,March,Mar 2015,Q1 2015,5,Saturday,22-Mar-15,12,20150300,20150100,15,FY15
22-03-2015,2015,1,3,22,20150322,March,Mar 2015,Q1 2015,6,Sunday,22-Mar-15,12,20150300,20150100,15,FY15
23-03-2015,2015,1,3,23,20150323,March,Mar 2015,Q1 2015,0,Monday,29-Mar-15,13,20150300,20150100,15,FY15
24-03-2015,2015,1,3,24,20150324,March,Mar 2015,Q1 2015,1,Tuesday,29-Mar-15,13,20150300,20150100,15,FY15
25-03-2015,2015,1,3,25,20150325,March,Mar 2015,Q1 2015,2,Wednesday,29-Mar-15,13,20150300,20150100,15,FY15
26-03-2015,2015,1,3,26,20150326,March,Mar 2015,Q1 2015,3,Thursday,29-Mar-15,13,20150300,20150100,15,FY15
27-03-2015,2015,1,3,27,20150327,March,Mar 2015,Q1 2015,4,Friday,29-Mar-15,13,20150300,20150100,15,FY15
28-03-2015,2015,1,3,28,20150328,March,Mar 2015,Q1 2015,5,Saturday,29-Mar-15,13,20150300,20150100,15,FY15
29-03-2015,2015,1,3,29,20150329,March,Mar 2015,Q1 2015,6,Sunday,29-Mar-15,13,20150300,20150100,15,FY15
30-03-2015,2015,1,3,30,20150330,March,Mar 2015,Q1 2015,0,Monday,05-Apr-15,14,20150300,20150100,15,FY15
31-03-2015,2015,1,3,31,20150331,March,Mar 2015,Q1 2015,1,Tuesday,05-Apr-15,14,20150300,20150100,15,FY15
01-01-2016,2016,1,1,1,20160101,January,Jan 2016,Q1 2016,4,Friday,03-Jan-16,1,20160100,20160100,16,FY16
02-01-2016,2016,1,1,2,20160102,January,Jan 2016,Q1 2016,5,Saturday,03-Jan-16,1,20160100,20160100,16,FY16
03-01-2016,2016,1,1,3,20160103,January,Jan 2016,Q1 2016,6,Sunday,03-Jan-16,1,20160100,20160100,16,FY16
04-01-2016,2016,1,1,4,20160104,January,Jan 2016,Q1 2016,0,Monday,10-Jan-16,2,20160100,20160100,16,FY16
05-01-2016,2016,1,1,5,20160105,January,Jan 2016,Q1 2016,1,Tuesday,10-Jan-16,2,20160100,20160100,16,FY16
06-01-2016,2016,1,1,6,20160106,January,Jan 2016,Q1 2016,2,Wednesday,10-Jan-16,2,20160100,20160100,16,FY16
07-01-2016,2016,1,1,7,20160107,January,Jan 2016,Q1 2016,3,Thursday,10-Jan-16,2,20160100,20160100,16,FY16
08-01-2016,2016,1,1,8,20160108,January,Jan 2016,Q1 2016,4,Friday,10-Jan-16,2,20160100,20160100,16,FY16
09-01-2016,2016,1,1,9,20160109,January,Jan 2016,Q1 2016,5,Saturday,10-Jan-16,2,20160100,20160100,16,FY16
10-01-2016,2016,1,1,10,20160110,January,Jan 2016,Q1 2016,6,Sunday,10-Jan-16,2,20160100,20160100,16,FY16
11-01-2016,2016,1,1,11,20160111,January,Jan 2016,Q1 2016,0,Monday,17-Jan-16,3,20160100,20160100,16,FY16
12-01-2016,2016,1,1,12,20160112,January,Jan 2016,Q1 2016,1,Tuesday,17-Jan-16,3,20160100,20160100,16,FY16
13-01-2016,2016,1,1,13,20160113,January,Jan 2016,Q1 2016,2,Wednesday,17-Jan-16,3,20160100,20160100,16,FY16
14-01-2016,2016,1,1,14,20160114,January,Jan 2016,Q1 2016,3,Thursday,17-Jan-16,3,20160100,20160100,16,FY16
15-01-2016,2016,1,1,15,20160115,January,Jan 2016,Q1 2016,4,Friday,17-Jan-16,3,20160100,20160100,16,FY16
16-01-2016,2016,1,1,16,20160116,January,Jan 2016,Q1 2016,5,Saturday,17-Jan-16,3,20160100,20160100,16,FY16
17-01-2016,2016,1,1,17,20160117,January,Jan 2016,Q1 2016,6,Sunday,17-Jan-16,3,20160100,20160100,16,FY16
18-01-2016,2016,1,1,18,20160118,January,Jan 2016,Q1 2016,0,Monday,24-Jan-16,4,20160100,20160100,16,FY16
19-01-2016,2016,1,1,19,20160119,January,Jan 2016,Q1 2016,1,Tuesday,24-Jan-16,4,20160100,20160100,16,FY16
20-01-2016,2016,1,1,20,20160120,January,Jan 2016,Q1 2016,2,Wednesday,24-Jan-16,4,20160100,20160100,16,FY16
21-01-2016,2016,1,1,21,20160121,January,Jan 2016,Q1 2016,3,Thursday,24-Jan-16,4,20160100,20160100,16,FY16
22-01-2016,2016,1,1,22,20160122,January,Jan 2016,Q1 2016,4,Friday,24-Jan-16,4,20160100,20160100,16,FY16
23-01-2016,2016,1,1,23,20160123,January,Jan 2016,Q1 2016,5,Saturday,24-Jan-16,4,20160100,20160100,16,FY16
24-01-2016,2016,1,1,24,20160124,January,Jan 2016,Q1 2016,6,Sunday,24-Jan-16,4,20160100,20160100,16,FY16
25-01-2016,2016,1,1,25,20160125,January,Jan 2016,Q1 2016,0,Monday,31-Jan-16,5,20160100,20160100,16,FY16
26-01-2016,2016,1,1,26,20160126,January,Jan 2016,Q1 2016,1,Tuesday,31-Jan-16,5,20160100,20160100,16,FY16
27-01-2016,2016,1,1,27,20160127,January,Jan 2016,Q1 2016,2,Wednesday,31-Jan-16,5,20160100,20160100,16,FY16
28-01-2016,2016,1,1,28,20160128,January,Jan 2016,Q1 2016,3,Thursday,31-Jan-16,5,20160100,20160100,16,FY16
29-01-2016,2016,1,1,29,20160129,January,Jan 2016,Q1 2016,4,Friday,31-Jan-16,5,20160100,20160100,16,FY16
30-01-2016,2016,1,1,30,20160130,January,Jan 2016,Q1 2016,5,Saturday,31-Jan-16,5,20160100,20160100,16,FY16
31-01-2016,2016,1,1,31,20160131,January,Jan 2016,Q1 2016,6,Sunday,31-Jan-16,5,20160100,20160100,16,FY16
01-02-2016,2016,1,2,1,20160201,February,Feb 2016,Q1 2016,0,Monday,07-Feb-16,6,20160200,20160100,16,FY16
02-02-2016,2016,1,2,2,20160202,February,Feb 2016,Q1 2016,1,Tuesday,07-Feb-16,6,20160200,20160100,16,FY16
03-02-2016,2016,1,2,3,20160203,February,Feb 2016,Q1 2016,2,Wednesday,07-Feb-16,6,20160200,20160100,16,FY16
04-02-2016,2016,1,2,4,20160204,February,Feb 2016,Q1 2016,3,Thursday,07-Feb-16,6,20160200,20160100,16,FY16
05-02-2016,2016,1,2,5,20160205,February,Feb 2016,Q1 2016,4,Friday,07-Feb-16,6,20160200,20160100,16,FY16
06-02-2016,2016,1,2,6,20160206,February,Feb 2016,Q1 2016,5,Saturday,07-Feb-16,6,20160200,20160100,16,FY16
07-02-2016,2016,1,2,7,20160207,February,Feb 2016,Q1 2016,6,Sunday,07-Feb-16,6,20160200,20160100,16,FY16
08-02-2016,2016,1,2,8,20160208,February,Feb 2016,Q1 2016,0,Monday,14-Feb-16,7,20160200,20160100,16,FY16
09-02-2016,2016,1,2,9,20160209,February,Feb 2016,Q1 2016,1,Tuesday,14-Feb-16,7,20160200,20160100,16,FY16
10-02-2016,2016,1,2,10,20160210,February,Feb 2016,Q1 2016,2,Wednesday,14-Feb-16,7,20160200,20160100,16,FY16
11-02-2016,2016,1,2,11,20160211,February,Feb 2016,Q1 2016,3,Thursday,14-Feb-16,7,20160200,20160100,16,FY16
12-02-2016,2016,1,2,12,20160212,February,Feb 2016,Q1 2016,4,Friday,14-Feb-16,7,20160200,20160100,16,FY16
13-02-2016,2016,1,2,13,20160213,February,Feb 2016,Q1 2016,5,Saturday,14-Feb-16,7,20160200,20160100,16,FY16
14-02-2016,2016,1,2,14,20160214,February,Feb 2016,Q1 2016,6,Sunday,14-Feb-16,7,20160200,20160100,16,FY16
15-02-2016,2016,1,2,15,20160215,February,Feb 2016,Q1 2016,0,Monday,21-Feb-16,8,20160200,20160100,16,FY16
16-02-2016,2016,1,2,16,20160216,February,Feb 2016,Q1 2016,1,Tuesday,21-Feb-16,8,20160200,20160100,16,FY16
17-02-2016,2016,1,2,17,20160217,February,Feb 2016,Q1 2016,2,Wednesday,21-Feb-16,8,20160200,20160100,16,FY16
18-02-2016,2016,1,2,18,20160218,February,Feb 2016,Q1 2016,3,Thursday,21-Feb-16,8,20160200,20160100,16,FY16
19-02-2016,2016,1,2,19,20160219,February,Feb 2016,Q1 2016,4,Friday,21-Feb-16,8,20160200,20160100,16,FY16
20-02-2016,2016,1,2,20,20160220,February,Feb 2016,Q1 2016,5,Saturday,21-Feb-16,8,20160200,20160100,16,FY16
21-02-2016,2016,1,2,21,20160221,February,Feb 2016,Q1 2016,6,Sunday,21-Feb-16,8,20160200,20160100,16,FY16
22-02-2016,2016,1,2,22,20160222,February,Feb 2016,Q1 2016,0,Monday,28-Feb-16,9,20160200,20160100,16,FY16
23-02-2016,2016,1,2,23,20160223,February,Feb 2016,Q1 2016,1,Tuesday,28-Feb-16,9,20160200,20160100,16,FY16
24-02-2016,2016,1,2,24,20160224,February,Feb 2016,Q1 2016,2,Wednesday,28-Feb-16,9,20160200,20160100,16,FY16
25-02-2016,2016,1,2,25,20160225,February,Feb 2016,Q1 2016,3,Thursday,28-Feb-16,9,20160200,20160100,16,FY16
26-02-2016,2016,1,2,26,20160226,February,Feb 2016,Q1 2016,4,Friday,28-Feb-16,9,20160200,20160100,16,FY16
27-02-2016,2016,1,2,27,20160227,February,Feb 2016,Q1 2016,5,Saturday,28-Feb-16,9,20160200,20160100,16,FY16
28-02-2016,2016,1,2,28,20160228,February,Feb 2016,Q1 2016,6,Sunday,28-Feb-16,9,20160200,20160100,16,FY16
29-02-2016,2016,1,2,29,20160229,February,Feb 2016,Q1 2016,0,Monday,06-Mar-16,10,20160200,20160100,16,FY16
01-03-2016,2016,1,3,1,20160301,March,Mar 2016,Q1 2016,1,Tuesday,06-Mar-16,10,20160300,20160100,16,FY16
02-03-2016,2016,1,3,2,20160302,March,Mar 2016,Q1 2016,2,Wednesday,06-Mar-16,10,20160300,20160100,16,FY16
03-03-2016,2016,1,3,3,20160303,March,Mar 2016,Q1 2016,3,Thursday,06-Mar-16,10,20160300,20160100,16,FY16
04-03-2016,2016,1,3,4,20160304,March,Mar 2016,Q1 2016,4,Friday,06-Mar-16,10,20160300,20160100,16,FY16
05-03-2016,2016,1,3,5,20160305,March,Mar 2016,Q1 2016,5,Saturday,06-Mar-16,10,20160300,20160100,16,FY16
06-03-2016,2016,1,3,6,20160306,March,Mar 2016,Q1 2016,6,Sunday,06-Mar-16,10,20160300,20160100,16,FY16
07-03-2016,2016,1,3,7,20160307,March,Mar 2016,Q1 2016,0,Monday,13-Mar-16,11,20160300,20160100,16,FY16
08-03-2016,2016,1,3,8,20160308,March,Mar 2016,Q1 2016,1,Tuesday,13-Mar-16,11,20160300,20160100,16,FY16
09-03-2016,2016,1,3,9,20160309,March,Mar 2016,Q1 2016,2,Wednesday,13-Mar-16,11,20160300,20160100,16,FY16
10-03-2016,2016,1,3,10,20160310,March,Mar 2016,Q1 2016,3,Thursday,13-Mar-16,11,20160300,20160100,16,FY16
11-03-2016,2016,1,3,11,20160311,March,Mar 2016,Q1 2016,4,Friday,13-Mar-16,11,20160300,20160100,16,FY16
12-03-2016,2016,1,3,12,20160312,March,Mar 2016,Q1 2016,5,Saturday,13-Mar-16,11,20160300,20160100,16,FY16
13-03-2016,2016,1,3,13,20160313,March,Mar 2016,Q1 2016,6,Sunday,13-Mar-16,11,20160300,20160100,16,FY16
14-03-2016,2016,1,3,14,20160314,March,Mar 2016,Q1 2016,0,Monday,20-Mar-16,12,20160300,20160100,16,FY16
15-03-2016,2016,1,3,15,20160315,March,Mar 2016,Q1 2016,1,Tuesday,20-Mar-16,12,20160300,20160100,16,FY16
16-03-2016,2016,1,3,16,20160316,March,Mar 2016,Q1 2016,2,Wednesday,20-Mar-16,12,20160300,20160100,16,FY16
17-03-2016,2016,1,3,17,20160317,March,Mar 2016,Q1 2016,3,Thursday,20-Mar-16,12,20160300,20160100,16,FY16
18-03-2016,2016,1,3,18,20160318,March,Mar 2016,Q1 2016,4,Friday,20-Mar-16,12,20160300,20160100,16,FY16
19-03-2016,2016,1,3,19,20160319,March,Mar 2016,Q1 2016,5,Saturday,20-Mar-16,12,20160300,20160100,16,FY16
20-03-2016,2016,1,3,20,20160320,March,Mar 2016,Q1 2016,6,Sunday,20-Mar-16,12,20160300,20160100,16,FY16
21-03-2016,2016,1,3,21,20160321,March,Mar 2016,Q1 2016,0,Monday,27-Mar-16,13,20160300,20160100,16,FY16
22-03-2016,2016,1,3,22,20160322,March,Mar 2016,Q1 2016,1,Tuesday,27-Mar-16,13,20160300,20160100,16,FY16
23-03-2016,2016,1,3,23,20160323,March,Mar 2016,Q1 2016,2,Wednesday,27-Mar-16,13,20160300,20160100,16,FY16
24-03-2016,2016,1,3,24,20160324,March,Mar 2016,Q1 2016,3,Thursday,27-Mar-16,13,20160300,20160100,16,FY16
25-03-2016,2016,1,3,25,20160325,March,Mar 2016,Q1 2016,4,Friday,27-Mar-16,13,20160300,20160100,16,FY16
26-03-2016,2016,1,3,26,20160326,March,Mar 2016,Q1 2016,5,Saturday,27-Mar-16,13,20160300,20160100,16,FY16
27-03-2016,2016,1,3,27,20160327,March,Mar 2016,Q1 2016,6,Sunday,27-Mar-16,13,20160300,20160100,16,FY16
28-03-2016,2016,1,3,28,20160328,March,Mar 2016,Q1 2016,0,Monday,03-Apr-16,14,20160300,20160100,16,FY16
29-03-2016,2016,1,3,29,20160329,March,Mar 2016,Q1 2016,1,Tuesday,03-Apr-16,14,20160300,20160100,16,FY16
30-03-2016,2016,1,3,30,20160330,March,Mar 2016,Q1 2016,2,Wednesday,03-Apr-16,14,20160300,20160100,16,FY16
31-03-2016,2016,1,3,31,20160331,March,Mar 2016,Q1 2016,3,Thursday,03-Apr-16,14,20160300,20160100,16,FY16
01-10-2015,2015,4,10,1,20151001,October,Oct 2015,Q4 2015,3,Thursday,04-Oct-15,40,20151000,20150400,15,FY16
02-10-2015,2015,4,10,2,20151002,October,Oct 2015,Q4 2015,4,Friday,04-Oct-15,40,20151000,20150400,15,FY16
03-10-2015,2015,4,10,3,20151003,October,Oct 2015,Q4 2015,5,Saturday,04-Oct-15,40,20151000,20150400,15,FY16
04-10-2015,2015,4,10,4,20151004,October,Oct 2015,Q4 2015,6,Sunday,04-Oct-15,40,20151000,20150400,15,FY16
05-10-2015,2015,4,10,5,20151005,October,Oct 2015,Q4 2015,0,Monday,11-Oct-15,41,20151000,20150400,15,FY16
06-10-2015,2015,4,10,6,20151006,October,Oct 2015,Q4 2015,1,Tuesday,11-Oct-15,41,20151000,20150400,15,FY16
07-10-2015,2015,4,10,7,20151007,October,Oct 2015,Q4 2015,2,Wednesday,11-Oct-15,41,20151000,20150400,15,FY16
08-10-2015,2015,4,10,8,20151008,October,Oct 2015,Q4 2015,3,Thursday,11-Oct-15,41,20151000,20150400,15,FY16
09-10-2015,2015,4,10,9,20151009,October,Oct 2015,Q4 2015,4,Friday,11-Oct-15,41,20151000,20150400,15,FY16
10-10-2015,2015,4,10,10,20151010,October,Oct 2015,Q4 2015,5,Saturday,11-Oct-15,41,20151000,20150400,15,FY16
11-10-2015,2015,4,10,11,20151011,October,Oct 2015,Q4 2015,6,Sunday,11-Oct-15,41,20151000,20150400,15,FY16
12-10-2015,2015,4,10,12,20151012,October,Oct 2015,Q4 2015,0,Monday,18-Oct-15,42,20151000,20150400,15,FY16
13-10-2015,2015,4,10,13,20151013,October,Oct 2015,Q4 2015,1,Tuesday,18-Oct-15,42,20151000,20150400,15,FY16
14-10-2015,2015,4,10,14,20151014,October,Oct 2015,Q4 2015,2,Wednesday,18-Oct-15,42,20151000,20150400,15,FY16
15-10-2015,2015,4,10,15,20151015,October,Oct 2015,Q4 2015,3,Thursday,18-Oct-15,42,20151000,20150400,15,FY16
16-10-2015,2015,4,10,16,20151016,October,Oct 2015,Q4 2015,4,Friday,18-Oct-15,42,20151000,20150400,15,FY16
17-10-2015,2015,4,10,17,20151017,October,Oct 2015,Q4 2015,5,Saturday,18-Oct-15,42,20151000,20150400,15,FY16
18-10-2015,2015,4,10,18,20151018,October,Oct 2015,Q4 2015,6,Sunday,18-Oct-15,42,20151000,20150400,15,FY16
19-10-2015,2015,4,10,19,20151019,October,Oct 2015,Q4 2015,0,Monday,25-Oct-15,43,20151000,20150400,15,FY16
20-10-2015,2015,4,10,20,20151020,October,Oct 2015,Q4 2015,1,Tuesday,25-Oct-15,43,20151000,20150400,15,FY16
21-10-2015,2015,4,10,21,20151021,October,Oct 2015,Q4 2015,2,Wednesday,25-Oct-15,43,20151000,20150400,15,FY16
22-10-2015,2015,4,10,22,20151022,October,Oct 2015,Q4 2015,3,Thursday,25-Oct-15,43,20151000,20150400,15,FY16
23-10-2015,2015,4,10,23,20151023,October,Oct 2015,Q4 2015,4,Friday,25-Oct-15,43,20151000,20150400,15,FY16
